lifeHappySlider_response,blockHappySlider_response,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,choiceKey_rt,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
0.89,0.88,True,True,False,0.88,-0.12,-0.12,1.8,9.5,7.7,3.85,gamble,win,9.5,9.5,103.933559689309,1,1.10068425165264,105.067332743283,109.052184107979,110.052610645322,NaN,NaN,NaN,NaN,NaN,17155,18516,23298,0,0,24519
NaN,NaN,True,True,True,0.88,-0.12,-0.24,1.92,13.5,11.58,5.79,gamble,win,13.5,23,112.070049718959,1,0.850538499395043,112.953661341509,116.938577662753,117.938917484702,NaN,NaN,NaN,NaN,NaN,26919,27980,32762,0,0,33983
NaN,NaN,True,True,False,0.88,-0.12,-0.36,2.04,4.5,2.46,1.23,gamble,win,4.5,27.5,119.95632360009,1,1.31732778354854,121.306920016408,125.308386818491,134.795362550341,126.292109603137,127.292497422537,0.91,7.50282512992999,130.29364232172,36383,38004,42806,45186,48788,54211
NaN,NaN,True,True,False,0.91,-0.09,-0.45,1.71,-0.7,-2.41,-1.555,gamble,win,-0.7,26.8,136.812842581801,1,1.06729050552894,137.913213890077,141.914760687912,142.89845723395,NaN,NaN,NaN,NaN,NaN,56611,57931,62733,0,0,63935
NaN,NaN,True,True,True,0.91,-0.09,-0.54,1.8,8.7,6.9,3.45,gamble,win,8.7,35.5,144.915879988455,1,0.95066566064088,145.899657490194,149.884505335076,159.388083065027,150.884847076923,151.885228176679,0.93,7.50281777032069,154.886373715828,66335,67515,72297,74698,78299,83723
NaN,NaN,True,True,True,0.93,-0.07,-0.61,1.59,1.3,-0.289999999999999,0.505,gamble,win,1.3,36.8,161.405537177865,1,0.917319272000896,162.355950051933,166.340799176747,167.341188596061,NaN,NaN,NaN,NaN,NaN,86123,87263,92045,0,0,93266
NaN,NaN,True,True,False,0.93,-0.07,-0.68,1.66,9.9,8.24,4.12,gamble,win,9.9,46.7,169.358582232111,1,0.533835642650956,169.925476598683,173.910360921627,174.910755460669,NaN,NaN,NaN,NaN,NaN,95666,96347,101128,0,0,102350
NaN,NaN,True,True,False,0.93,-0.07,-0.75,1.73,-1.5,-3.23,-2.365,certain,certain,-2.365,44.335,176.928220132946,3,1.58416480916458,178.545427666882,182.54695686565,192.033963955833,183.530662371215,184.531091468421,0.92,7.50276945288715,187.532197329678,104750,106691,111492,113873,117475,122898
NaN,NaN,True,True,True,0.92,-0.08,-0.83,1.95,4.1,2.15,1.075,gamble,win,4.1,48.435,194.051352792139,1,0.900645277723015,194.985099031539,198.986582472739,199.97028349854,NaN,NaN,NaN,NaN,NaN,125298,126418,131220,0,0,132422
NaN,NaN,True,True,False,0.92,-0.08,-0.91,2.03,9.1,7.07,3.535,gamble,win,9.1,57.535,201.987770249643,1,0.71718590308592,202.738054554542,206.722867201293,216.226546365857,207.723248621032,208.723678358205,0.91,7.50278577202153,211.724800538595,134822,135722,140504,142905,146506,151929
NaN,NaN,True,False,False,0.91,-0.09,-1,-0.398333333333333,4.9,4.50166666666667,2.25083333333333,gamble,lose,4.50166666666667,62.0366666666667,218.243939361941,1,0.633704257630598,218.910914812204,222.9124340915,223.896152716366,NaN,NaN,NaN,NaN,NaN,154329,155130,159932,0,0,161133
