lifeHappySlider_response,blockHappySlider_response,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,choiceKey_rt,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
0.65,0.53,True,False,True,0.53,-0.47,-0.47,-1.68416666666667,13.7,12.0158333333333,6.00791666666667,gamble,lose,12.0158333333333,12.0158333333333,142.01721732541,1,1.78438169363653,143.834635984138,147.836168702721,148.819877088128,NaN,NaN,NaN,NaN,NaN,13151,15332,20134,0,0,21335
NaN,NaN,True,True,False,0.53,-0.47,-0.94,7.52,7.9,0.380000000000001,0.19,gamble,win,7.9,19.9158333333333,150.837327681147,1,1.45080677315127,152.321226776432,156.306034623442,157.306452201257,NaN,NaN,NaN,NaN,NaN,23735,25516,30298,0,0,31519
NaN,NaN,True,True,True,0.53,-0.47,-1.41,7.99,3.1,-4.89,-0.895,gamble,win,3.1,23.0158333333333,159.323824398452,1,1.10077768667543,160.457652809477,164.459158649493,173.946143340858,165.442898073248,166.443209096731,0.6,7.50273649464361,169.444401353394,33919,35280,40082,42463,46064,51486
NaN,NaN,True,True,True,0.6,-0.4,-1.81,7.41,8.1,0.69,0.345,gamble,win,8.1,31.1158333333333,175.96358273449,1,1.08404481553589,177.08066803492,181.065522919424,182.065903059221,NaN,NaN,NaN,NaN,NaN,53886,55227,60009,0,0,61231
NaN,NaN,True,True,True,0.6,-0.4,-2.21,7.81,7.5,-0.31,-0.155,gamble,win,7.5,38.6158333333333,184.083347892563,1,1.08404129573319,185.200429993158,189.201960471852,198.688914764847,190.185669177255,191.186005159398,0.62,7.5027531337546,194.187079982308,63631,64971,69773,72154,75755,81179
NaN,NaN,True,True,False,0.62,-0.38,-2.59,7.91,7.3,-0.61,-0.305,gamble,win,7.3,45.9158333333333,200.706342319099,1,1.13397432328202,201.873470081264,205.874920884205,206.858650068505,NaN,NaN,NaN,NaN,NaN,83579,84979,89781,0,0,90982
NaN,NaN,True,True,True,0.62,-0.38,-2.97,8.29,4.3,-3.99,0.155,certain,certain,0.155,46.0708333333333,208.876144179216,3,1.40072623341985,210.310009772278,214.294873616309,215.295258555867,NaN,NaN,NaN,NaN,NaN,93382,95103,99885,0,0,101107
NaN,NaN,True,True,False,0.62,-0.38,-3.35,8.67,8.7,0.0299999999999994,0.0149999999999997,gamble,win,8.7,54.7708333333333,217.312638112664,1,1.13410743621353,218.479806832664,222.464640598293,231.968284564718,223.464982660123,224.465411757323,0.6,7.50269105704501,227.466502899362,103507,104907,109689,112090,115691,121115
NaN,NaN,True,True,True,0.6,-0.4,-3.75,9.35,8.5,-0.85,-0.425,gamble,win,8.5,63.2708333333333,233.985711479007,1,1.16733191133244,235.186129312817,239.18770842893,240.1714062549,NaN,NaN,NaN,NaN,NaN,123515,124955,129757,0,0,130958
NaN,NaN,True,True,True,0.6,-0.4,-4.15,9.75,-0.7,-10.45,-5.575,gamble,win,-0.7,62.5708333333333,242.188844688571,1,1.65063391832518,243.872818275893,247.874341714967,257.361310727167,248.85806033983,249.858447839244,0.61,7.50293168427015,252.859527141918,133358,135379,140181,142562,146163,151586
